,corex_topic_1,corex_topic_2,corex_topic_3,corex_topic_4,corex_topic_5,corex_topic_6,corex_topic_7,corex_topic_8,corex_topic_9,corex_topic_10,target
14,0.005032002204894173,0.010427479634597229,0.02212942384279592,0.0645427160282259,0.2481901029746448,3.596322881569147e-05,0.05599778039433098,0.47171991651496226,0.10972789345339173,0.012196721723341344,pirates
15,0.0007463216932329076,0.13211515608515556,0.013082786963864525,0.019564816210386245,0.008045752214270282,0.008344502483518871,0.7687589836846752,0.015534101508202896,0.01618065884794801,0.017626920308745565,chat_logs
16,0.00023361037662733347,0.00048409374656055757,0.0009967634326697489,0.32848965758860926,0.0025223683825848445,0.002612439076803105,0.002586874015769293,0.32848965758860926,0.005094878203157507,0.32848965758860926,chat_logs
17,0.4435610852009169,0.003757754890856467,0.4435610852009169,0.0043109376757928695,0.0033753156852858388,0.043798489847278986,0.00343354879475007,0.04065596883825841,0.006600053537740574,0.006945760328202957,pirates
18,0.000676484814805994,0.9466387421065274,0.0028724460492212476,4.7309916658645215e-06,0.007268064838657009,0.007061854128092978,0.007457410923912487,9.466396887462162e-07,0.012137652475615966,0.01588166703181212,pirates
19,0.0006600103847659229,0.001367691386585541,0.0028161172727632394,0.009091151143582306,0.00712635007966597,0.9280691569730447,0.007308595435811002,0.013611315345719719,0.014394360726136948,0.015555251251924876,chat_logs
20,0.004670221077847068,0.009677758546006844,0.019926792893739824,6.567006478882799e-06,0.05042591922546472,0.05222656725822804,0.05171548394031078,0.09631341156480076,0.10185422598450562,0.6131830525026175,pirates
21,0.14689422858816067,0.02106998331831792,0.04336819727991889,0.00028487814138389295,0.10892473266366964,0.11200831766614827,0.11073331748322902,0.000284020668002347,0.21510301724151404,0.24132930694965538,pirates
22,0.0005713606277894326,0.0011839898315062854,0.01566241617383337,0.05268711990484007,0.8034164353226432,0.006406619736495425,0.006321065852963221,0.10130746346222627,0.012433862215412966,9.66687228983571e-06,chat_logs
23,0.00039306193120423313,0.000814709522076837,0.001677969135409691,0.00542781849864582,0.004278332090172608,0.0043974761207175375,0.004335415206755109,0.4173843195460838,0.008575490974057196,0.5527154069748772,chat_logs
24,0.0006661946894136088,0.0013805002326399303,0.002842569732907363,5.344085432181183e-06,0.007194410707353434,0.007451942891325969,0.9367759965304276,0.013741708175614318,0.014401867596161095,0.015539465358724365,pirates
25,0.000316360086420444,0.00065556993217727,0.0013498354085500583,0.4448464085035959,0.003415702722889672,0.0035372911188088605,0.0035025387726901774,0.0900759115389156,0.4448475858922188,0.007452796023733198,chat_logs
26,0.01001096531802431,0.020744993340861367,0.19553542444791364,0.00037856056004739123,0.10809169841383387,0.1119515208981915,0.11085597581059417,0.20645494263676745,3.55821263647428e-05,0.2359403364474016,chat_logs
27,0.0003343214484559043,0.0006927902071272717,0.47010386528647946,0.004605029200101918,0.0036097207291753293,0.03179412036634688,0.0037019373308902134,0.006894078649399127,0.008160271495544295,0.47010386528647946,chat_logs
28,0.006488730759612367,0.011731382621225086,0.0012313592530530024,0.021681836441502168,0.40614965615979387,0.003255304352413735,0.0031968051106030155,0.13347284895471692,0.4061461130176191,0.00664596332946074,chat_logs
29,0.008666581856933484,0.1805212487706408,0.036977913151619426,0.11937781667310655,0.09337519488886885,0.09657019056549736,0.09435736678784934,0.17477095367316095,0.0004203571842121502,0.194962376448111,pirates
30,0.0032929901948176815,0.07584079141965502,0.014044266293504767,0.045617551769317706,0.035381588481545614,0.03656379064172605,0.03616797463315408,0.08255544086860425,0.5951254697047219,0.07541013599295283,chat_logs
31,0.00066859620036376,0.0013854831460957163,0.002852751035146242,0.9401395554351532,0.00721905396597135,0.00747683757256233,0.007403670080228166,0.002514837818028548,0.014581611318223449,0.015757603428227233,chat_logs
32,0.583176385562338,0.009321072616195483,0.019206287786674856,0.06214950638735546,0.0476758213088417,0.04947788450235645,0.04855681230412354,0.09040380782290951,0.0899577819824631,7.463972674168413e-05,chat_logs
33,0.00943023662104811,0.019541591619842147,0.04023671852373392,0.010647444273539924,0.10182160344938389,0.10534892358321918,0.10442469654865691,0.19441081995548856,0.1918958764042116,0.22224208902087592,pirates
34,0.006941447768297462,0.014384255978791742,0.0296176111914044,9.760679785259772e-06,0.07494910354033534,1.6513783728082346e-05,0.4159434142636101,0.14315264774309155,0.15138787338460763,0.1635973716663484,pirates
35,0.005241507226663158,0.010861593059091987,0.022364339938819568,7.370317521971568e-06,0.05659439028906152,0.5005661323531251,0.05803873116462498,0.10809433509087438,0.11432128098160968,0.12391031957860758,pirates
36,0.00054370554492075,0.04940621783803114,0.7609483359224848,7.609490968715817e-07,0.005804092237677786,0.09847178243171627,0.005997499626901942,3.4935979821604793e-06,0.01019621565862535,0.06862789619256275,pirates
37,0.004522074246606709,0.00015043589670455358,0.019294683368448865,0.06228820456992153,0.2510217106781253,0.3141902718487092,0.05007498662055319,0.09325819716916475,0.09862232468900697,0.1065771109127589,chat_logs
38,0.000657011490203112,0.0013614769960859333,0.9238522815852973,0.009049843499699256,0.007093970050469217,0.007347285992039913,0.007275387372937874,0.013549462623689895,0.014328877142950674,0.015484403246626807,pirates
39,0.9219533186452591,0.00135865859693693,0.002797455277452153,0.009030609362448639,0.00707342310971752,0.007331637631111451,0.007259062988078396,0.01351826316962025,0.014286508035836016,0.015391063183539434,chat_logs
40,0.009400267442162514,0.019479488670119706,0.04010884695611937,2.41483381291784e-05,0.10149779024842848,0.1051221555244897,0.10409339299752365,0.19386673847270158,0.2050130056829001,0.2213941656674257,chat_logs
41,0.002376584321028605,0.004924817571947253,0.010140347009577718,3.3418197833770624e-06,0.025661793572759,0.0030035586672019264,0.19295660371589085,3.3418197833770624e-06,0.051759284661464,0.7091703268405639,pirates
42,0.000627433270767247,0.0013001842090559392,0.002677117984954832,0.008642425678053933,0.006774604218262302,0.06304236279240115,0.006947854175791238,0.012939480929173058,0.8822610675502268,0.014787469191313662,chat_logs
43,0.00015685331041886467,0.0003246004094627251,0.22055876667442878,0.22055876667442878,0.22055876667442878,0.09764332852971645,0.0016951576316105571,0.021791110433979893,0.003395269295767046,0.21331738036575817,chat_logs
44,0.0003167325751831408,0.0006563418175081667,0.44537138064633874,4.453718260181647e-07,0.08384290925490852,0.0035419159916008705,0.44537138064633874,0.006531759104352051,0.006905688058644396,0.00746144653329937,pirates
45,0.012071730204774941,0.025015366126565904,0.05150738340861277,8.48348544412645e-05,0.13034245747060036,0.13499682754925885,0.13367576376589782,0.24895385037830592,0.2632759168881878,7.586935335440439e-05,pirates
46,0.00034703775746211274,0.0007191173710038988,0.0014807229590069629,0.47892513768114686,0.0037411908296296455,0.0038806864065965537,0.48796782178967285,0.007223615725277544,0.0075239887888888385,0.008190680691314524,chat_logs
47,0.00047687682633774497,0.0009881875737954876,0.002034727678769564,0.006568777583955828,0.11745630856764193,0.03313600324875575,0.005277921158340136,0.00984497816527052,0.6705568832697125,0.15365933592742057,chat_logs
48,0.0006659777311788028,0.0013800675774863133,0.002847160943094193,0.0007518792521049771,0.9364666294896432,0.007433304994425568,0.007418636880281218,0.013736220801075527,0.013537244117422114,0.01576287821328795,pirates
49,0.009204350279388963,0.019073496221600098,0.03927289620445844,4.7714917504129656e-05,0.09937264215963051,0.10293276474503427,0.10191843734285887,0.21084796982443327,0.20064244480647664,0.2166872834986147,pirates
50,0.006173001671231229,0.01274851037282753,0.026190618870542023,0.08427081023958209,0.5397058398031368,0.06911075284507089,1.755523635189951e-05,0.12737840206715037,0.13435018604981605,5.4322844291099625e-05,chat_logs
51,0.00034368775863211293,0.0007122188474937589,0.0014665162762975408,0.4832815627418567,0.003833040879554082,0.0038428741427590975,0.00865131389265785,0.007074771982501144,0.007513225843339,0.4832807876349087,chat_logs
52,0.0006590827241783391,0.001365767905986055,0.002812136097586769,0.009078286696739941,0.007116309653572746,0.9267654004272196,0.0072944285724599505,0.01359840387876808,0.01583143698460922,0.015478747058879153,chat_logs
53,0.0002867725297639385,0.0005942527823592997,0.0012236025331113444,7.353992373543317e-07,0.4032424594282593,0.40324310205607905,0.003172322479610887,0.02430233106313572,0.15719075818222636,0.006743663546216701,chat_logs
54,0.0003439376705681469,0.0007127105328784542,0.48362535181243743,0.004729154440244219,0.003713422784426247,0.003847519938859632,0.0038050574678323715,0.48362535181243743,0.007502168237403705,0.00809532530291252,chat_logs
55,0.01061691355969131,0.022000655690990325,0.0013577071666315962,0.1458513412856011,0.11463432195083284,0.11872777346358826,0.11756595414918014,0.21895134002531566,7.24972482962156e-05,0.25022149545987254,chat_logs
56,0.009398986315748363,0.019476833885338767,0.040103380675792805,1.32163345164174e-05,0.1014839590800835,0.10510782740179976,0.10407925401496429,0.19383417235098307,0.20498525878582782,0.2215171111549453,pirates
57,0.009678388220141979,0.001354985834103194,0.0027900156139337193,0.009007078174632735,0.9194561201601101,0.007312873633817487,0.007236547603816014,0.013503280928701799,0.014245088652198127,0.01541562117854477,chat_logs
58,0.010613157861539548,0.021992873013334465,0.0013572268822047138,0.14618833954283025,0.11459377021607974,0.11868577389350513,0.11752432824817223,0.21887388714195083,3.7704313084093465e-05,0.25013293888729915,pirates
59,0.0006290887980426362,0.0013036411385451139,0.0026842327618409726,0.008660299167712068,0.006788003892819368,0.059870074660937106,0.006946488373353215,0.8846026031924102,0.013804849462020628,0.014710718552318551,chat_logs
60,0.48196108694563133,0.0007102535030305821,0.0014624000586251028,0.4819598111964418,0.0036977093749438784,0.003832695294693583,0.0037947570460919065,0.007066822245145088,0.007468544404289854,0.008045919931106801,chat_logs
61,0.00029597682365409473,0.0006133293453098736,0.41619166923786544,0.00407421603751223,0.41619166923786544,0.003306234442125516,0.003274856122601975,0.006090076317410048,0.006416535277104607,0.14354543715855067,pirates
62,0.0006718976013445947,0.0013921131379222627,0.002863177680693291,1.0858595330397648e-05,0.007256784259338165,0.007516928946247269,0.007442783730467349,0.01327105355014234,0.01467544796234528,0.944898954536169,chat_logs
63,0.1426373102958738,0.18700394524528705,0.04111006785548704,0.00021268031008724186,0.10334188092806716,0.011792015805975532,0.10592248526804664,0.19828021339861152,0.20937538936971736,0.0003240115228468148,pirates
64,0.000651202688040839,0.0013494398417507665,0.0027785368383682995,0.008969832592671414,0.00703108983344881,0.9156842727600122,0.007211084053310827,0.026773792810643324,0.014202147129438196,0.015348601452315145,chat_logs
65,0.00017613651492401862,0.00036499456874757285,0.0007515343175907435,0.2476729983242258,0.0019019773825314499,0.001969841866457327,0.24766771603045978,0.2476729983242258,0.2476729983242258,0.004148804346611775,chat_logs
66,0.012194905533656916,0.025006126232181382,0.05148835774704338,0.0003419689052705755,0.13029376783994182,0.134946287534081,0.13361816710554808,0.24884918822420873,0.26318561300178667,7.561787628142019e-05,pirates
67,0.0008294925189611587,0.009594973994503625,0.003539259781608361,0.011425641229439613,0.008956304659766464,0.00927612317034289,0.009185347655364145,0.9095525520635012,0.018090699636404292,0.019549605290108157,chat_logs
68,0.005040011468901332,0.0006945373228874373,0.0014308974071223874,0.4712728398599875,0.003617961693981356,0.0037634176873005015,0.003692152200128604,4.561866657932534e-06,0.4712728398599875,0.039210780633045374,chat_logs
69,0.92215611974712,0.001358920774326925,0.0027980032676331082,0.008930706116165388,0.0070685242121054925,0.007272742895335986,0.007250414086899557,0.01348036059602693,0.014229017160606199,0.015455191143780439,pirates
70,0.0005298943665965954,0.0010985165547557558,0.0022609646402974334,5.981446556026317e-06,0.005722107692802646,0.005916775880880439,0.23623554873667732,0.01069716264677417,0.011520670784035611,0.7260123772506241,pirates
71,0.0003401955307974329,0.01380744234135552,0.0014512398066885755,0.47804564676270705,0.003684198917480999,0.003787213069107803,0.4696141235405519,0.0139144195279888,0.007486599614958045,0.00786892088836404,chat_logs
72,0.0006599627170291559,0.0013675926082109895,0.0028159138851500116,0.009090494556035163,0.007125835395371024,0.007380290280550241,0.9280021293060605,0.0136103322997196,0.01439332113052342,0.015554127821349812,pirates
73,0.003868767576035459,0.0007112567174687597,0.4826420457241058,4.826425283666341e-07,0.003705890726925932,0.0038345149263837356,0.4826420457241058,0.00705378445386867,0.007465891451079141,0.008075320057498276,pirates
74,0.00559158993852002,0.011587044041654688,0.023858068556997014,6.312144025463363e-05,0.06037424307795583,0.0625301336139838,0.46694881363799257,0.11531469154737306,0.12194863064006098,0.13178366350520748,pirates
75,0.133679769670068,0.016771897898252508,0.03453383696902905,0.1037963976301406,0.0873899014309424,1.9254905850513824e-05,0.08962476306901397,0.16691454847226517,0.176516738823003,0.1907528911314347,pirates
76,0.0005410904051696894,0.0011212262753243535,0.0023087165704180584,0.007453320967429306,0.12013098854788935,0.006044379583368065,0.005975794878616549,0.08284607502880315,0.7608495931557906,0.01272881458719073,chat_logs
77,0.0004555598088417117,0.0009440268258997371,0.001943783968689262,0.006267567273728038,0.004915104857246259,0.6405840998648492,0.01149163108507441,0.009395473050312584,0.00994027442941024,0.3140624788359484,chat_logs
78,0.0027939237500580073,0.005789552985015235,0.011920868214583932,0.03847957597261607,0.030165987154048574,0.031211996011710777,0.13622836760006385,0.6171335735650829,0.06076106141816095,0.06551509332865992,pirates
79,0.0002322297085340262,0.32668248813933093,0.0009902377541009676,0.0032002215453345167,0.0024900898819435057,0.0026675085842719068,0.32668248813933093,0.32668248813933093,0.004910213256595479,0.005462034851226718,chat_logs
80,0.003776793034166325,0.007826954653657209,0.016112805386004063,6.225530345323684e-06,0.04069639029278646,0.004773067993650154,0.1837842635583407,0.07739248311692402,0.08129356907022516,0.5843374473639006,pirates
81,0.005782472542550119,0.011982451210392873,0.024665287252375687,8.132154139480816e-06,0.062052513641155826,0.06420170105308402,0.3472219258960481,0.23479353138353498,0.11904619337632953,0.1302457914903893,pirates
82,0.00033688260317410175,0.006537658747870158,0.001437395364687785,4.7370576404825733e-07,0.4737052903424933,0.003764397444301154,0.026249517628878973,0.006936045263306926,0.007327048557030172,0.4737052903424933,pirates
83,0.0005252455624296324,0.001088428073494726,0.0022411057991533314,0.7385705097667276,0.005671249789424441,0.005873763196917409,0.005816283207939082,0.010832076463553941,0.011455235026640838,0.21792610311371935,chat_logs
84,0.0003188617537026447,0.0006607476553840415,0.001360519997731238,0.0043921401724310635,0.07855289795895658,0.4483656624344224,0.0035292395342938526,0.4483656624344224,0.0069500169327905035,0.007504251125865208,chat_logs
85,0.012052020181941903,0.024974522483686635,0.051423284246946754,0.00013605090509884497,0.1301294504352467,0.13476500906853572,0.13346943313449447,0.24854737377284303,0.26266169429980846,0.0018411614713974682,pirates
86,0.0002499752920324171,0.0005912760923176891,0.3514849252322052,0.021110474966968648,0.002697721593975769,0.3514849252322052,0.0027492978024175213,0.2581580413605987,0.005492252716267776,0.005981109711011027,chat_logs
87,0.0004379495107988527,0.02473385499722543,0.0018685009941178158,0.6158293740122438,0.059110047470117666,0.004891120293387057,0.004842233535204639,0.009025932216875088,0.00946646637479341,0.2697945205952363,chat_logs
88,0.0003245747557029998,0.0006725925953966586,0.4563986065262423,0.004470775353836674,0.0035045408195924646,0.06029284286153444,0.0035941639542284207,0.006693666355260018,0.4563986065262423,0.007649630251963776,chat_logs
89,0.002929604639581268,0.0012235905566259876,0.0025194093233917633,0.06470634033187303,0.006375497508585903,0.05932849050777778,0.006538510430793874,0.012177051742229094,0.8302872051355539,0.013914299823587405,chat_logs
90,0.0006040771918572825,0.0012518186096866757,0.0025775652771576436,0.008320084676743944,0.006522897625463854,0.09714801555463037,0.006684039706012758,0.8494404305388872,0.013221953753885147,0.014229117065675354,chat_logs
91,0.00023367522913976112,0.00048422813294342673,0.0009970364929858472,0.3285806855443961,0.002524891996975639,0.002612943869972975,0.0025869458210845448,0.004817936592083467,0.32858082816020906,0.32858082816020906,chat_logs
92,0.0006446432857293387,0.03025776913738395,0.002750549167058507,0.008879558308007593,0.006960421341910992,0.007208987593669217,0.0071383251144549135,0.013294436818960833,0.9064608131828366,0.016404496049988167,chat_logs
93,0.006456200540043044,0.013378713540202041,0.02754716920704567,0.007289534529332567,0.06970988296419833,0.07212478378462345,0.3868644032869304,0.13309901874416952,0.13137721890325232,0.15215307450020274,pirates
94,0.0003048642932338274,0.4286902703347721,0.041180246591271924,0.4286926189632281,0.0033183559284881868,0.003410253355441568,0.0033625318622571574,0.001147271406895917,0.0066557233505526794,0.08323786391385868,chat_logs
95,0.010166573304093242,0.021067448422088447,0.043378503349798855,0.14003697010403868,0.10977184927363293,0.11369166803916005,0.11257909415247673,0.20966402714542182,3.611777642910827e-05,0.23960774843286034,pirates
96,0.0002243138643218879,0.00046482919263760063,0.0009570759150287843,3.154176411081338e-07,0.3154173256904927,0.010608716841570744,0.3154173256904927,0.3154173256904927,0.004997131853503418,0.03649563984381847,pirates
97,0.011038948062739617,0.022875207013187647,0.04710073209475717,0.14156800246558762,0.1191911671667859,2.626178384950634e-05,0.12223929701173167,0.035040997442077795,0.24075134287003977,0.2601680440892433,pirates
98,0.0026738570129701514,0.00554072184621492,0.058335856293665576,2.5120524507059337e-05,0.6597737012141387,0.029905194443507976,0.06723107621010334,0.05520529681457678,0.05826852120587818,0.06304065443443763,chat_logs
99,0.0006693404461225092,0.0013868878467029918,0.002855465354178699,0.009182058484729062,0.007227189405311488,0.00745515265360283,0.9412437672033749,5.627657899202142e-06,0.0143299437758472,0.01564456717223133,pirates
100,0.00023211641814421783,0.0004808715864009572,0.326311010567704,0.326311010567704,0.0025055859437837567,0.326311010567704,0.0025610836939504752,0.004765628889986086,0.005058942537773712,0.005462739226848692,chat_logs
101,0.011657145362577002,0.024156252193253857,0.049738442249371,1.6391632825359056e-05,0.12586604801745233,0.13036057069266724,0.12908487708383395,0.00014832229791997333,0.2542341140393074,0.27473783643079186,pirates
102,0.000494573850182755,0.0010238439751961974,0.0021081239578402,0.006805398659260781,0.02642479613818478,0.2405303763173587,0.0054705130128250195,0.6947460702401332,0.010767421505510652,0.011628882343507667,chat_logs
103,0.0006714132709201215,0.0013929957608096793,0.002864747398003135,7.579314216649309e-06,0.0072495663895942985,0.00750857541564829,0.04022881276628052,0.013839517481425844,0.014621749603377858,0.9116150425997235,pirates
104,0.0005623146663483587,0.0011652436715351012,0.0023992710266425776,0.04204324152771455,0.006071413746275135,0.08449741676675664,0.006226522284535335,0.05309593748999281,0.7906879785392824,0.013250660280917146,chat_logs
105,0.0006599631231296684,0.0013675934497270794,0.002815915616061319,0.009090499913484377,0.007125838460268182,0.007380291180914176,0.9280027003687654,0.013610320870504903,0.01439312211931313,0.015553754897832039,pirates
106,0.0006723581591765927,0.0013931935898220057,0.0028686344267660267,3.099530819105597e-06,0.007263665815810252,0.007331294259274652,0.007345232709609781,0.013330480706032597,0.014414240355102732,0.9453778004475862,pirates
107,0.010429087671982208,0.021538198018805115,0.04424820774913156,0.1423728220075279,0.11269546133757716,0.11676039301488622,0.10968199525308117,0.21520171222292572,0.22698034599301634,9.177673106666364e-05,pirates
108,0.0005092356197738575,0.7156923250504459,0.002206964421240017,0.006882660323875684,0.005510209798393754,3.893574316534478e-06,0.005647546260675684,4.575379598226222e-05,3.27866830131043e-06,0.263498132486995,pirates
109,0.0022118366480785062,0.004567885413934265,0.009384264846300715,0.03019313051906006,0.023900318167673486,0.6458605980991224,0.0001281191872256918,0.23568554122771893,0.04804887617793575,1.9429712950228046e-05,chat_logs
110,0.10285985485484649,0.0007130354005174537,0.0014679175825725952,5.559032437917758e-06,0.003696545115697002,0.4839973987650152,0.06744189156418254,0.2789900809197067,0.007294331754502444,0.05353338501052169,chat_logs
111,0.010166573304093242,0.021067448422088447,0.043378503349798855,0.14003697010403868,0.10977184927363293,0.11369166803916005,0.11257909415247673,0.20966402714542182,3.611777642910827e-05,0.23960774843286034,chat_logs
112,0.1566434248277445,0.010883645975286392,0.000671652887746142,0.0059300703990320626,0.3701083628162062,0.058673848602567705,0.05815910241202109,0.10827667363656492,0.10687598142108871,0.12377723702174238,pirates
113,0.011811740754519844,0.024476599198260396,0.05039804626915997,1.6609009694985855e-05,0.12753525839822813,0.1320891078711654,0.1316790983956737,0.2435920897768739,1.6609009694985855e-05,0.2783848413167287,pirates
114,0.0035603898393950853,0.007342327073899358,0.015118110836502146,5.839879570495003e-06,0.038238446822482314,0.03784191656676863,0.26389891126103937,2.4093191743476183e-05,0.06803374396982793,0.5659362205587711,pirates
115,0.042045892844079766,0.006382361080037387,0.011739501336055731,0.03782621002541932,0.24357484619597633,0.030808468470229014,0.03043951852879642,0.23267922644891845,0.0594474667304044,0.305056508340083,chat_logs
116,0.0005223286238054783,0.0010823839758742208,0.002228666522442463,0.7344670826850452,0.03773527533971861,0.00584220571387153,0.005783373873316181,0.01077133306711103,0.1892718382092379,0.012295511989577308,chat_logs
117,0.0007358824016740332,0.001522829950254959,0.0031423686872671785,0.010223127797506656,0.007966329026470502,0.9322703606250721,0.007987088413629889,0.002783798149554132,0.01590394728521501,0.01746426766335562,chat_logs
118,0.0006611438920251676,0.0013700402702544988,0.0028209536331601187,0.9296630322134761,0.007138570275188012,0.007393455361072414,0.007321092024465553,0.013634494491657722,0.014417665169540878,0.015579552669159339,chat_logs
119,0.8874067508926471,0.0013061742811996408,0.041741870489129876,0.008598306194417272,0.0067408083422461785,0.006864983694954176,0.006846343799889698,0.012610437192516128,0.013073906870021931,0.014810418242978003,pirates
120,0.006510814074521245,0.0013573032029354716,0.002794713893950198,0.01716753074012448,0.007058369518317154,0.007316565813317016,0.007245129106826808,0.9210283490964205,0.014118815163079284,0.01540240939050788,chat_logs
121,0.7841398068865298,0.003718851270293772,0.007654003273892806,0.024715458240604598,0.019279031645342896,0.02009054838378046,0.019922040885647575,0.04091109245853814,0.03808983686124394,0.04147933009412584,chat_logs
122,0.0003440193351279241,0.48374047091224515,0.0014678538613980222,0.004738609944387496,0.003714490398934061,0.0038471306725695845,0.0038094825188316104,0.007094670511238705,0.007502800933022145,0.48374047091224515,chat_logs
123,0.00033316418903755953,0.0006905447554146646,0.0014215791213561904,0.46847638226372074,0.0035977959149197845,0.0037238914341774076,0.003688694044854759,0.006752792592154637,0.46847762216372546,0.042837533520638654,chat_logs
124,0.006456200540043044,0.013378713540202041,0.02754716920704567,0.007289534529332567,0.06970988296419833,0.07212478378462345,0.3868644032869304,0.13309901874416952,0.13137721890325232,0.15215307450020274,pirates
125,0.010499914335014496,0.02175820673030542,0.04480079526605555,0.0002768452308053455,0.1133710420258152,2.4979416438711805e-05,0.11627033116750074,0.21653847847098795,0.22899541349484054,0.24746399386223614,pirates
126,0.0005335918042320032,0.7503066901337543,0.002276705819325348,0.007349857653746823,0.005761546332398181,0.005966474176587507,0.005907293968448172,0.010998139297323918,0.011618682700125093,0.19928101811405877,chat_logs
127,0.00036134453754936514,0.0007487639510032467,0.0015417795511292612,0.5081001513566936,0.003899260670419425,0.004036486402700376,0.00399067408906218,0.46080528236239826,0.008016189467447244,0.008500067611597053,chat_logs
128,0.0006658978231308931,0.007702510241096185,0.002841207135058143,0.008460417828372889,0.007189594529659021,0.00743912823019868,0.9363474383412331,0.013684653844891455,2.7299876993057616e-06,0.01566642203866033,pirates
129,0.0003357451867424781,0.0006957405822204892,0.47210586586105274,0.004624667388945865,0.024256282859957824,0.47210586586105274,0.0037178307968500175,0.006924197895232392,0.007322337401114352,0.00791146616683109,chat_logs
130,0.004638635843045482,0.009612306767373088,0.019792025733163004,1.1916187223959039e-05,0.05008488223764365,0.05187335376000362,0.05136570236079466,0.6022066261695456,0.10116586917014211,0.10924868177106488,chat_logs
131,0.0003285076974786858,0.013342509048507626,0.0014016690876501917,0.46192888444831304,0.0035470193655514613,0.003673213906853268,0.0036376448213374744,9.802510527045159e-06,0.46192888444831304,0.05020186466546823,chat_logs
132,0.0003182832397432539,0.0006595592327507978,0.001358044305686794,0.4475506876173645,0.0034366611887945778,0.003558864000305378,0.003524463275169274,0.006562912553012619,0.4475518715322957,0.08547865305487706,chat_logs
133,0.4360260162300365,0.0006425710840572429,0.001321943833564173,0.4360260162300365,0.030140003385805178,0.02237955301962894,0.0034329267552367804,0.006410628181059762,0.006912242466898719,0.05670809881367611,chat_logs
134,0.00034524055119399726,0.0007154241341324816,0.0014759424911658105,0.0003897748597254044,0.4854620498533292,0.0038534903869124715,0.4854620498533292,0.007117213001487968,0.0069999983610224935,0.008178816507701005,pirates
135,0.0006605221224401392,0.0013686933795114431,0.0028766687559420205,0.008931769930131308,0.007051972611261293,0.9296379236738955,0.007184878198047255,0.013793632894965865,0.013688457846899628,0.014805480586905567,chat_logs
136,0.0002529261013138782,0.0005241244103162931,0.3556528895654354,3.5565324521868056e-07,0.268374091410304,0.0028260787032434874,0.3556528895654354,0.005232291016575923,0.005492993475426699,0.005991360098703817,pirates
137,0.0006305764593866342,0.0013067329171981112,0.0026921539497672627,0.008683360074326152,0.006806299364149021,0.06457907141237372,1.886694195987258e-06,0.8866776812847164,0.013797746906817464,0.014824490937069454,chat_logs
